Kazakhstan:                    * 30:  17:  AS:  048/295  UN:    UN,UO,UP,UQ;
Ukraine:                       * 29:  16:  EU:  050/330  UR:    EM,EN,EO,U5,UR,US,UT,UU;
&   UV,UW,UX,UY,UZ;
Antigua & Barbuda:             * 11:  08:  NA:  017/062  V2:    V2;
Belize:                          11:  07:  NA:  017/089  V3:    V3;
St. Kitts & Nevis:               11:  08:  NA:  017/063  V4:    V4;
Namibia:                       * 57:  38:  AF:  -22/343  V5:    V5;
Micronesia:                      65:  27:  OC:  007/202  V6:    V6;
Marshall Islands:                65:  31:  OC:  009/193  V7:    V7;
Brunei Darussalam:             * 54:  28:  OC:  004/245  V8:    V8;
Canada:                        * 09:  05:  NA:  044/079  VE:    CF,CG,CJ,CK,VA,VB,VC,VE;
&   VG,VX,XL,XM,CH1,CH2,CI0,CI1,CI2,CY1,CY2,CZ0,CZ1,CZ2,VD1,VD2,VF0,VF1,VF2,VO1,VO2,VY0;
&   VY1,VY2,XJ1,XJ2,XK0,XK1,XK2,XN1,XN2,XO0,XO1,XO2,VER20160318;
Australia:                     * 59:  30:  OC:  -24/228  VK:    AX,VH,VI,VJ,VK,VL,VM,VN;
&   VZ,VK3MCD/6,VK5CE/6,VK5MAV/6,VK6AXB/2,VK6YB/2;
Heard Island:                    68:  39:  AF:  -53/286  VK0H:  VK0EK;
Macquarie Island:                60:  30:  OC:  -55/201  VK0M:  AX/VK0TH;
Cocos (Keeling) Islands:         54:  29:  OC:  -12/263  VK9C:  AX9C,AX9Y,VH9C,VH9Y,VI9C;
&   VI9Y,VJ9C,VJ9Y,VK9C,VK9Y,VL9C,VL9Y,VM9C,VM9Y,VN9C,VN9Y,VZ9C,VZ9Y,VK9/LB1GB,VK9AW;
Lord Howe Island:                60:  30:  OC:  -32/201  VK9L:  AX9L,VH9L,VI9L,VJ9L,VK9L;
&   VL9L,VM9L,VN9L,VZ9L;
Mellish Reef:                    56:  30:  OC:  -17/204  VK9M:  AX9M,VH9M,VI9M,VJ9M,VK9M;
&   VL9M,VM9M,VN9M,VZ9M;
Norfolk Island:                * 60:  32:  OC:  -29/192  VK9N:  AX9,VH9,VI9,VJ9,VK9,VL9;
&   VM9,VN9,VZ9;
Willis Island:                   55:  30:  OC:  -16/210  VK9W:  AX9W,AX9Z,VH9W,VH9Z,VI9W;
&   VI9Z,VJ9W,VJ9Z,VK9W,VK9Z,VL9W,VL9Z,VM9W,VM9Z,VN9W,VN9Z,VZ9W,VZ9Z;
Christmas Island:                54:  29:  OC:  -10/254  VK9X:  AX9X,VH9X,VI9X,VJ9X,VK9X;
&   VL9X,VM9X,VN9X,VZ9X;
Anguilla:                        11:  08:  NA:  018/063  VP2E:  VP2E;
Montserrat:                      11:  08:  NA:  017/062  VP2M:  VP2M;
British Virgin Islands:        * 11:  08:  NA:  018/065  VP2V:  VP2V;
Turks & Caicos Islands:        * 11:  08:  NA:  022/072  VP5:   VP5,VQ5;
Pitcairn Island:                 63:  32:  OC:  -25/130  VP6:   VP6;
Ducie Island:                    63:  32:  OC:  -25/125  VP6/d: VP6DX;
Falkland Islands:              * 16:  13:  SA:  -52/059  VP8:   VP8;
South Georgia Island:            73:  13:  SA:  -54/037  VP8/g: VP8SGI;
South Shetland Islands:          73:  13:  SA:  -62/059  VP8/h: CE9,XR9,EA4FZR,HF0POL;
&   LU1ZI,LU4AA/Z,RI1ANA,RI1ANF,RI59ANT;
South Orkney Islands:            73:  13:  SA:  -61/046  VP8/o: LU1ZA;
South Sandwich Islands:          73:  13:  SA:  -58/026  VP8/s: VP8STI;
Bermuda:                       * 11:  05:  NA:  032/065  VP9:   VP9;
Chagos Islands:                  41:  39:  AF:  -07/288  VQ9:   VQ9;
Hong Kong:                     * 44:  24:  AS:  022/246  VR:    VR;
India:                         * 41:  22:  AS:  022/282  VU:    8T,8U,8V,8W,8X,8Y,AT,AU;
&   AV,AW,VT,VU,VV,VW;
Andaman & Nicobar Is.:           49:  26:  AS:  012/267  VU4:   VU4;
Lakshadweep Islands:             41:  22:  AS:  011/287  VU7:   VU7;
Mexico:                        * 10:  06:  NA:  021/100  XE:    4A,4B,4C,6D,6E,6F,6G,6H;
&   6I,6J,XA,XB,XC,XD,XE,XF,XG,XH,XI;
Revillagigedo:                   10:  06:  NA:  019/111  XF4:   4A4,4B4,4C4,6D4,6E4,6F4;
&   6G4,6H4,6I4,6J4,XA4,XB4,XC4,XD4,XE4,XF0,XF4,XG4,XH4,XI4;
Burkina Faso:                  * 46:  35:  AF:  012/002  XT:    XT;
Cambodia:                        49:  26:  AS:  013/255  XU:    XU;
Laos:                            49:  26:  AS:  018/255  XW:    XW;
Macao:                         * 44:  24:  AS:  022/246  XX9:   XX9;
Myanmar:                         49:  26:  AS:  020/264  XZ:    XY,XZ;
Afghanistan:                     40:  21:  AS:  035/294  YA:    T6,YA;
Indonesia:                     * 51:  28:  OC:  -07/250  YB:    7A,7B,7C,7D,7E,7F,7G,7H;
&   7I,8A,8B,8C,8D,8E,8F,8G,8H,8I,JZ,PK,PL,PM,PN,PO,YB,YC,YD,YE,YF,YG,YH;
Iraq:                          * 39:  21:  AS:  034/317  YI:    HN,YI;
Vanuatu:                       * 56:  32:  OC:  -18/192  YJ:    YJ;
Syria:                         * 39:  20:  AS:  035/322  YK:    6C,YK;
Latvia:                        * 29:  15:  EU:  057/335  YL:    YL;
Nicaragua:                     * 11:  07:  NA:  013/085  YN:    H6,H7,HT,YN;
Romania:                       * 28:  20:  EU:  046/335  YO:    YO,YP,YQ,YR;
El Salvador:                   * 11:  07:  NA:  014/089  YS:    HU,YS;
Serbia:                        * 28:  15:  EU:  044/339  YU:    YT,YU;
Venezuela:                     * 12:  09:  SA:  008/066  YV:    4M,YV,YW,YX,YY;
Aves Island:                     11:  08:  NA:  016/064  YV0:   4M0,YV0,YW0,YX0,YY0;
Zimbabwe:                        53:  38:  AF:  -18/329  Z2:    Z2;
Macedonia:                     * 28:  15:  EU:  042/338  Z3:    Z3;
Kosovo:                          28:  15:  EU:  043/339  Z6:    Z6;
Republic of South Sudan:         48:  34:  AF:  005/328  Z8:    Z8;
Albania:                         28:  15:  EU:  041/340  ZA:    ZA;
Gibraltar:                     * 37:  14:  EU:  036/005  ZB:    ZB,ZG;
UK Base Areas on Cyprus:       * 39:  20:  AS:  035/326  ZC4:   ZC4;
St. Helena:                      66:  36:  AF:  -16/006  ZD7:   ZD7;
Ascension Island:                66:  36:  AF:  -08/014  ZD8:   ZD8;
Tristan da Cunha & Gough Islan:  66:  38:  AF:  -37/012  ZD9:   ZD9;
Cayman Islands:                * 11:  08:  NA:  019/081  ZF:    ZF;
Tokelau Islands:                 62:  31:  OC:  -09/171  ZK3:   ZK3;
New Zealand:                   * 60:  32:  OC:  -42/187  ZL:    ZK,ZL,ZL50,ZM;
Chatham Islands:                 60:  32:  OC:  -44/176  ZL7:   ZL7,ZM7;
Kermadec Islands:                60:  32:  OC:  -29/178  ZL8:   ZL8,ZM8;
N.Z. Subantarctic Is.:           60:  32:  OC:  -52/192  ZL9:   ZL9;
Paraguay:                      * 14:  11:  SA:  -25/058  ZP:    ZP;
South Africa:                  * 57:  38:  AF:  -29/337  ZS:    H5,S4,S8,V9,ZR,ZS,ZT,ZU;
Pr. Edward & Marion Is.:         57:  38:  AF:  -47/322  ZS8:   ZR8,ZS8,ZT8,ZU8;
